KoreanPronunciation,Hanja,Strokes,Meaning,Element,SoundElement
패,珮,11,"찰, 노리개",金,水
패,霈,15,비쏟아질,水,水
패,唄,10,찬불(讚佛),水,水
패,沛,8,"늪, 습지",水,水
패,狽,11,이리,土,水
패,悖,11,어그러질,火,水
패,敗,11,깨뜨릴,金,水
팽,烹,11,삶을,火,水
팽,膨,18,부풀,水,水
팽,彭,12,"姓,땅이름",火,水
팽,澎,16,"물소리, 물결 부딪는 기세",水,水
팽,砰,10,돌구르는 소리,金,水
팽,祊,9,제사,木,水
팽,蟚,18,방게,水,水
팽,蟛,18,방게,水,水
퍅,愎,13,괴팍할,火,水
편,便,9,"편안할, 소식",火,水
편,篇,15,책 편찬할,木,水
편,編,15,"얽을, 엮을",木,水
편,片,4,"姓,조각,쪼갤",木,水
편,徧,12,"두루, 널리",火,水
편,艑,15,거룻배,木,水
편,萹,15,마디풀,木,水
편,褊,15,좁을,木,水
편,諞,16,말잘할,金,水
편,扁,9,"姓,치우칠,넓적할",木,水
편,偏,11,"치우칠, 편벽될",火,水
편,翩,15,"빨리날, 나부낄",火,水
편,鞭,18,"채찍, 매질할",金,水
편,騙,19,"속일, 기만할",火,水
편,匾,11,납작할,土,水
편,惼,13,편협할,火,水
편,緶,15,꿰맬,木,水
편,蝙,15,박쥐,水,水
편,遍,16,두루,土,水
폄,貶,12,"떨어뜨릴, 낮출",金,水
폄,砭,10,돌침,金,水
폄,窆,10,하관할,水,水
평,平,5,"姓,평탄할,화평할",木,水
평,評,12,"의논, 헤아릴",金,水
평,坪,8,"평평할, 면적단위",土,水
평,枰,9,"바둑판, 장기판",木,水
평,泙,9,물소리,水,水
평,萍,14,"부평초, 개구리밥",木,水
평,怦,9,곧을,火,水
평,苹,11,개구리밥,木,水
평,蓱,17,부평초,木,水
평,抨,9,탄핵할,木,水
평,鮃,16,넙치,水,水
폐,敝,12,해질,金,水
폐,狴,12,짐승이름,土,水
폐,獘,16,넘어질,土,水
폐,廢,17,폐질,水,水
폐,嬖,16,"사랑할, 친압할",土,水
폐,幣,15,"비단, 재물",木,水
폐,陛,15,섬돌,土,水
폐,廢,15,"폐할, 부서질",木,水
폐,弊,15,"해질, 곤할",水,水
폐,蔽,18,"덮을, 숨길",木,水
폐,閉,11,"닫을, 마칠",木,水
폐,肺,10,"허파, 부아",水,水
폐,吠,7,개가 짖을,水,水
폐,斃,18,"넘어질, 쓰러질",金,水
포,布,5,"베, 돈",木,水
포,抱,9,"안을, 품을",木,水
포,包,5,"姓,쌀꾸러미",金,水
포,胞,11,태보,水,水
포,浦,11,"물가, 개",水,水
포,葡,15,"포도, 나라이름",木,水
포,褒,15,"도포, 칭찬할",木,水
포,砲,10,"돌쇠뇌, 큰대포",金,水
포,鋪,15,"펼, 늘어놓을",金,水
포,佈,7,펼,火,水
포,飽,14,"배부를, 가득찰",水,水
포,蒲,16,"부들, 왕골",木,水
포,匍,9,"길, 힘다할",木,水
포,匏,11,바가지,木,水
포,哺,10,먹을,水,水
포,圃,10,"밭, 넓을",水,水
포,袍,11,"웃옷, 핫옷",木,水
포,苞,11,"그령, 뿌리",木,水
포,儤,17,"번, 숙직",火,水
포,庖,8,부엌,木,水
포,晡,11,신시(申時),火,水
포,誧,14,도울,金,水
포,鉋,13,대패,金,水
포,鞄,14,혁공,金,水
포,餔,16,저녁밥,水,水
포,鯆,18,돌고래,水,水
포,捕,11,사로잡을,木,水
포,鮑,16,절인 어물,水,水
포,咆,8,성을 낼,水,水
포,怖,9,두려워할,火,水
포,抛,8,"던질, 내버릴",木,水
포,暴,15,"사나울, 해롭게할",火,水
포,泡,9,"거품, 성할",水,水
포,疱,10,천연두,水,水
포,脯,13,포,水,水
포,逋,14,달아날,土,水
포,㬥,17,사나울,火,水
포,炮,9,통째로 구울,火,水
포,炰,9,통째로 구울,火,水
폭,暴,15,"사나울, 햇빛쪼일",火,水
폭,幅,12,"폭, 넓이",木,水
폭,曝,19,쬘,火,水
폭,瀑,19,"폭포, 소나기",水,水
폭,輻,16,바퀴살,火,水
폭,爆,19,"폭발할, 불길 셀",火,水
표,表,9,"姓,겉,거죽",木,水
표,票,11,"姓,쪽지,문서",火,水
표,標,15,"姓,표할,적을",木,水
표,漂,15,"뜰, 움직일",水,水
표,杓,7,"자루, 별이름",木,水
표,驃,21,표절따,火,水
표,俵,10,나누어줄,火,水
표,䏇,17,들을,火,水
표,瓢,16,"박, 표주박",木,水
표,僄,13,가벼울,火,水
표,嘌,14,빠를,水,水
표,熛,15,불똥,火,水
표,縹,17,휘날릴,木,水
표,裱,14,목도리,木,水
표,鏢,19,칼끝장식,金,水
표,鑣,23,재갈,金,水
표,髟,10,늘어질,火,水
표,鰾,22,부레,水,水
표,彪,11,범무늬,火,水
표,豹,10,표범,水,水
표,飆,21,폭풍,木,水
표,飇,21,폭풍,木,水
표,飄,20,"질풍, 회오리바람",木,水
표,慓,15,"재빠를, 날랠",火,水
표,剽,13,"빠를, 사나울",金,水
표,勡,13,으를,金,水
표,嫖,14,"나랠, 음탕할",土,水
표,摽,15,칠,木,水
표,殍,11,주려죽을,水,水
품,品,9,"물건, 품수",水,水
품,稟,13,"줄, 내려줄",木,水
풍,諷,16,풍자할,金,水
풍,馮,12,"姓,탈,오를",火,水
풍,瘋,14,"두풍, 문둥병",水,水
풍,風,9,"바람, 풍속",木,水
풍,楓,13,단풍나무,木,水
풍,豐,18,"풍년, 무성할",木,水
풍,豊,13,풍년,木,水
피,皮,5,"姓,가죽,거죽",金,水
피,彼,8,"저것, 저",火,水
피,疲,10,피곤할,水,水
피,被,11,"이불, 받을",木,水
피,避,20,"피할, 숨을",土,水
피,披,9,"나눌, 쪼갤",木,水
피,陂,13,"비탈, 고개",土,水
피,詖,12,치우칠,金,水
피,鞁,14,가슴걸이,金,水
피,髲,15,"다리, 가발",火,水
픽,腷,15,답답할,水,水
필,佖,7,"점잖을, 나란히 할",火,水
필,疋,5,"필, 바를",土,水
필,必,5,"반드시, 오로지",火,水
필,匹,4,"필(疋), 짝",水,水
필,筆,12,"붓, 쓸",木,水
필,弼,12,"姓,도울,도지개",金,水
필,苾,11,"향기로울, 풀이름",木,水
필,馝,14,향내날,木,水
필,畢,11,"마칠, 편지",土,水
필,泌,9,샘물 흐르는 모양,水,水
필,咇,8,향내 날,水,水
필,㪤,15,"다할, 불 모양",金,水
필,㳼,12,샘 솟을,水,水
필,珌,10,칼장식옥,金,水
필,鉍,13,창자루,金,水
필,滭,15,용솟음할,水,水
필,篳,17,사립짝,木,水
필,罼,17,족대,木,水
필,蓽,17,콩,木,水
필,觱,16,악기이름,金,水
필,蹕,18,벽제할,土,水
필,鞸,20,"슬갑, 가죽 옷",金,水
필,韠,20,"슬갑, 가죽 옷",金,水
필,鵯,19,직박구리,火,水
필,駜,15,살찔,火,水
핍,乏,5,"가난할, 고달플",金,水
핍,逼,16,"닥칠, 위협할",土,水
핍,偪,11,핍박할,火,水
하,賀,12,"姓,하례할,경사",金,土
하,何,7,"姓,어찌,무엇",火,土
하,河,9,"姓,강물,운하",水,土
하,荷,13,"연꽃, 더할",木,土
하,昰,9,여름,火,土
하,下,3,"아래, 내릴",水,土
하,夏,10,"姓,나라이름,여름",火,土
하,嘏,14,"복받을, 클",水,土
하,碬,14,"숫돌, 울퉁불퉁한",金,土
하,廈,13,"큰집, 처마",木,土
하,厦,12,"큰집, 처마",木,土
하,閜,13,크게 열릴,木,土
하,赮,16,붉을,火,土
하,煆,13,"불사를, 더울",火,土
하,蕸,19,"연잎, 갈대",木,土
하,抲,9,지휘할,木,土
하,𧬂,19,대답할,金,土
하,岈,7,땅이름,土,土
하,瘕,14,기생충병,水,土
하,罅,17,틈,土,土
하,鍜,17,목 투구,金,土
하,呀,7,입벌릴,水,土
하,霞,17,"노을, 안개",水,土
하,瑕,14,"티, 잘못",金,土
하,蝦,15,새우,水,土
하,鰕,20,"새우, 도롱뇽",水,土
하,遐,16,"멀리할, 멀",土,土
하,嚇,17,"노할,웃을",水,土
하,㰤,9,크게 웃을,火,土
하,㗿,16,웃을,水,土
하,懗,18,속일,火,土
하,㦆,15,뜻없을(자랑할 호),火,土
학,狢,10,오소리,土,土
학,瘧,14,학질,水,土
학,學,16,"배울, 공부",水,土
학,学,8,"배울, 공부",水,土
학,嗃,13,엄할,水,土
학,鶴,21,"姓,두루미,학",火,土
학,皬,21,흴,金,土
학,确,12,자갈땅,金,土
학,郝,14,"姓,땅이름",土,土
학,鷽,24,비둘기,火,土
학,虐,9,"사나울, 해칠",木,土
학,謔,17,희롱거릴,金,土
한,韓,17,"姓,한나라,한국",金,土
한,漢,15,"姓,한수,은하수",水,土
한,澖,16,넓을,水,土
한,澣,17,"빨래할, 열흘",水,土
한,瀚,20,넓고 큰 모양,水,土
한,翰,16,"날개, 줄기",火,土
한,𡽜,17,산 높을,土,土
한,僩,14,"굳셀, 너그러울",火,土
한,嫺,15,우아할,土,土
한,橌,16,큰 나무,木,土
한,嫻,15,우아할,土,土
한,捍,11,막을,木,土
한,暵,15,말릴,火,土
한,閈,11,이문(동네입구 문),木,土
한,邗,10,땅이름,土,土
한,䦥,16,익힐,木,土
한,閒,12,"틈, 사이",土,土
한,罕,7,"그물, 드물",木,土
한,邯,12,고을이름(감),土,土
한,寒,12,"추울, 떨릴",水,土
한,恨,10,"한할, 뉘우칠",火,土
한,旱,7,"가물, 물없을",火,土
한,駻,17,사나울,火,土
한,鷳,23,백한(새 이름),火,土
한,鼾,17,코고는 소리,金,土
한,壑,17,"산골짜기, 도랑",土,土
한,汗,7,"땀, 물질펀할",水,土
한,扞,7,"막을, 거절할",木,土
한,忓,7,방해할,火,土
한,限,14,"한계, 경계",土,土
한,悍,11,원통할,火,土
한,閑,12,"막을, 한가할",水,土
한,雗,18,흰 꿩,火,土
할,割,12,나눌,金,土
할,轄,17,"수레소리, 관장할",火,土
할,瞎,15,애꾸눈,木,土
함,鹹,20,"짤, 소금",水,土
함,喊,12,"소리, 다물",水,土
함,緘,15,"봉할, 새끼",木,土
함,莟,13,꽃술,木,土
함,諴,16,화동할,金,土
함,輱,16,수레 소리,火,土
함,闞,20,범 소리,木,土
함,啣,11,銜의 俗子,水,土
함,檻,18,"우리, 감옥",木,土
함,銜,14,"재갈, 머금을",金,土
함,艦,20,"싸움배, 병선",木,土
함,陷,16,"함정, 빠질",土,土
함,咸,9,"姓,다,모두",水,土
함,含,7,"머금을, 용납할",水,土
함,函,8,"상자, 편지",木,土
함,涵,12,"젖을, 잠길",水,土
합,合,6,"합할, 맞을",水,土
합,哈,9,웃는소리,水,土
합,盒,11,찬합,金,土
합,闔,18,"문짝, 간직할",木,土
합,陜,15,"땅이름, 산골짜기",土,土
합,閤,14,"쪽문, 규방",木,土
합,匌,8,돌(돌다),金,土
합,柙,9,우리,木,土
합,盍,10,덮을,土,土
합,郃,13,고을 이름,土,土
합,榼,14,통(물통),木,土
합,溘,14,갑자기,水,土
합,蛤,12,"대합, 개구리",水,土
합,嗑,13,입 다물,水,土
항,姮,9,항아,土,土
항,港,13,"항구, 뱃길",水,土
항,頏,13,새 날아 내릴,火,土
항,降,14,항복할,土,土
항,肛,9,똥구멍,水,土
항,抗,8,"막을, 올릴",木,土
항,亢,4,"오를, 높을",水,土
항,沆,8,"넓을, 흐를",水,土
항,杭,8,"건널, 나룻배",木,土
항,桁,10,"차꼬, 도리",木,土
항,行,6,항렬,火,土
항,缸,9,항아리,土,土
항,夯,5,멜,木,土
항,炕,8,마를,火,土
항,缿,12,투서함,土,土
항,伉,6,"짝, 굳셀",火,土
항,嫦,14,姮의 俗子,土,土
항,恒,10,"항상, 뻗칠",火,土
항,恆,10,항상,火,土
항,巷,9,"마을, 골목",土,土
항,項,12,"목, 클",火,土
항,航,10,"배다리, 건널",木,土
해,祄,9,하늘이 도울,木,土
해,瀣,20,이슬 기운,水,土
해,蟹,19,게,水,土
해,邂,20,"만날, 기뻐하는 모양",土,土
해,絯,12,묵을,木,土
해,陔,14,언덕,土,土
해,妶,8,여자이름(현),土,土
해,懈,17,"게으를, 느슨해질",火,土
해,駭,16,"놀랄, 소란스러울",火,土
해,骸,16,"뼈, 해골",金,土
해,害,10,"해칠, 손해",木,土
해,嶰,16,골짜기,土,土
해,廨,16,관아,木,土
해,欬,10,기침,火,土
해,獬,17,해태,土,土
해,痎,11,학질,水,土
해,薤,19,염교(풀이름),木,土
해,醢,17,젓갈,金,土
해,頦,15,아래턱,火,土
해,鮭,17,어채,水,土
해,眩,10,아찔할(현),木,土
해,該,13,"그, 해당할",金,土
해,偕,11,"함께, 알맞을",火,土
해,楷,13,"본보기, 본받을",木,土
해,諧,16,"화할, 고르게할",金,土
해,海,11,"姓,바다,클",水,土
해,亥,6,"돼지, 열두째 지지",水,土
해,咍,8,"웃을, 기뻐할",水,土
해,解,13,"풀, 가를",木,土
해,奚,10,"어찌, 종족이름",水,土
해,咳,9,"포괄할, 기침",水,土
해,垓,9,"지경, 경계",土,土
해,孩,9,"어린아이, 어릴",水,土
해,瑎,14,검은 옥돌,金,土
해,澥,17,바다이름,水,土
해,晐,10,갖출,火,土
핵,核,10,"씨, 과실",木,土
핵,劾,8,"힘쓸, 노력할",水,土
핵,翮,16,깃촉,火,土
핵,覈,19,"핵실할, 실상조사",金,土
행,幸,8,"다행, 바랄",木,土
행,行,6,"갈, 다닐",火,土
행,杏,7,"살구나무, 은행",木,土
행,涬,12,기운,水,土
행,荇,12,마름,木,土
행,倖,10,"요행, 간사할",火,土
행,悻,12,성낼,火,土
향,向,6,"향할, 나아갈",水,土
향,香,9,"향기로울, 향",木,土
향,享,8,"누릴, 드릴",土,土
향,珦,11,"옥이름, 구슬",金,土
향,鄕,17,"姓,시골,마을",土,土
향,嚮,19,"향할, 권할",水,土
향,晑,10,밝을,火,土
향,饗,22,"잔치할, 연회할",水,土
향,薌,19,곡식 향내,木,土
향,響,22,"울림, 울리는 소리",金,土
향,麘,20,사향 사슴,土,土
향,餉,15,"도시락, 군자금",水,土
허,許,11,"姓,허락할,믿을",金,土
허,墟,15,"언덕, 옛터",土,土
허,虛,12,"빌, 공허할",木,土
허,噓,14,"울, 불",水,土
허,歔,16,흐느낄,火,土
헌,憲,16,"법, 높을",火,土
헌,㦥,20,총명할,火,土
헌,昍,8,밝을,火,土
헌,櫶,20,나무이름,木,土
헌,獻,20,"드릴, 바칠",土,土
헌,䡣,16,"초헌, 수레",火,土
헌,軒,10,"추녀, 난간",火,土
헌,巚,23,봉우리,土,土
헌,幰,19,수레 휘장,木,土
헌,攇,20,"죌, 비길",木,土
헐,歇,13,"쉴, 휴식",金,土
험,獫,17,오랑캐 이름,土,土
험,玁,24,오랑캐 이름,土,土
험,險,21,"험할, 위태로울",土,土
험,驗,23,"증험할, 시험할",火,土
험,嶮,16,"험할, 높을",土,土
현,絢,12,무늬,木,土
현,呟,8,소리,水,土
현,現,12,"나타날, 친할",金,土
현,絃,11,"악기줄, 새끼",木,土
현,賢,15,"어질, 착할",金,土
현,儇,15,"영리할, 빠를",火,土
현,譞,20,"지혜, 슬기",金,土
현,玄,5,"姓,하늘,검을",火,土
현,弦,8,"시위, 시위울림",木,土
현,顯,23,"나타날, 드러날",火,土
현,顕,18,"나타날,",火,土
현,峴,10,"고개, 산이름",土,土
현,鋗,15,"노구 솥, 냄비",金,土
현,琄,12,패옥,金,土
현,嬛,16,"경편할, 빠를",土,土
현,灦,26,물 깊고 맑을,水,土
현,䧋,15,한정할,土,土
현,㢺,11,활,木,土
현,㭹,12,땅이름,木,土
현,衒,11,"선전할, 팔",火,土
현,讂,22,구할,金,土
현,晛,11,"햇살, 밝을",火,土
현,泫,9,"물깊을, 빛날",水,土
현,炫,9,"빛날, 밝을",火,土
현,玹,10,"옥돌, 옥이름",金,土
현,見,7,"나타날, 이제",火,土
현,昡,9,"햇빛, 당혹할",火,土
현,鉉,13,"솔귀, 활시위",金,土
현,鋧,15,작은 끌,金,土
현,睍,12,불거진 눈,火,土
현,俔,9,염탐할,火,土
현,眩,10,"아찔할, 현혹할",木,土
현,舷,11,뱃전,木,土
현,駽,17,철총이(검푸른 말),火,土
현,痃,10,근육이 땅기는 병,水,土
현,繯,19,맬,木,土
현,翾,19,날,火,土
현,蜆,13,도롱이벌레,水,土
현,誢,14,말다툼할,金,土
현,怰,9,괴로울,火,土
현,縣,16,"매달, 고을",木,土
현,懸,20,"매달, 늘어질",火,土
현,娊,10,허리 가늘,土,土
현,妶,8,여자이름,土,土
혁,革,9,"가죽, 북",金,土
혁,奕,9,"클, 아름다울",木,土
혁,侐,8,"고요할, 쓸쓸할",火,土
혁,焃,11,밝을,火,土
혁,焱,12,(염)불꽃,火,土
혁,赫,14,"붉을, 빛날",火,土
혁,爀,18,"빛날, 붉을",火,土
혁,𧹽,21,진한 붉은 빛,火,土
혁,弈,9,바둑,木,土
혁,洫,10,봇도랑,水,土
혁,鬩,18,다툴,金,土
혁,嚇,17,"노할, 꾸짖을",水,土
혈,血,6,"피, 피칠",水,土
혈,頁,9,머리,火,土
혈,穴,5,"구멍, 틈",水,土
혈,絜,12,헤아릴,木,土
혈,趐,13,나아갈,火,土
혈,歇,13,"휴식할, 없앨",金,土
혈,予,3,"외로울, 남을",水,土
혐,嫌,13,"싫어할, 의심할",土,土
협,愜,13,쾌할,火,土
협,篋,15,상자,木,土
협,協,8,"화합할, 도울",水,土
협,冾,8,"화할, 윤택할",水,土
협,夾,7,"낄, 부축할",木,土
협,頰,16,"뺨, 기분 좋을",火,土
협,莢,13,"풀열매, 콩깍지",木,土
협,俠,9,"호협할, 협사",火,土
협,挾,11,"가질, 낄",木,土
협,峽,10,"골짜기, 산골",土,土
협,浹,11,"젖을, 물결일",水,土
협,脅,12,"갈빗대, 옆구리",水,土
협,狹,11,좁을,土,土
협,脇,12,"갈빗대, 옆구리",水,土
협,鋏,15,"집게, 가위",金,土
협,匧,9,상자,水,土
협,叶,5,맞을,水,土
협,埉,10,물가,土,土
협,恊,10,화합할,火,土
협,悏,11,쾌할,火,土
형,亨,7,"형통할, 드릴",土,土
형,兄,5,"맏이, 언니",木,土
형,侀,8,"이룰, 모일",火,土
형,泂,9,"찰, 깊을, 넓을",水,土
형,炯,9,"빛날, 밝을",火,土
형,瑩,15,"밝을, 옥빛",金,土
형,形,7,"모양, 형상",火,土
형,型,9,"본보기, 거푸집",土,土
형,邢,11,"姓,나라이름,땅",土,土
형,衡,16,"저울대, 평평할",火,土
형,馨,20,"향기, 향내",木,土
형,熒,14,"등불, 밝을",火,土
형,滎,14,"실개천,못이름",水,土
형,灐,22,물이름,水,土
형,珩,11,"노리개, 패옥",金,土
형,灐,19,"맑을, 개천",水,土
형,娙,10,"여관(女官), 예쁠",土,土
형,迥,13,"멀, 빛날",土,土
형,鎣,18,"갈, 문지를",金,土
형,刑,6,"형벌, 본받을",金,土
형,螢,16,"개똥벌레, 반디",水,土
형,夐,15,멀,金,土
형,詗,12,염탐할,金,土
형,荆,12,"모형나무, 곤장",木,土
혜,鞋,15,"신, 짚신",金,土
혜,傒,12,가둘,火,土
혜,嘒,14,작은 소리,水,土
혜,徯,13,기다릴,火,土
혜,槥,15,널(작은 관),木,土
혜,盻,9,흘겨볼,木,土
혜,謑,17,꾸짖을,金,土
혜,橞,16,나무이름,木,土
혜,醯,19,"식초, 위태로울",金,土
혜,惠,12,"은혜, 인자할",火,土
혜,恵,10,은혜,火,土
혜,慧,15,"슬기로울, 지혜",火,土
혜,憓,16,"사랑할, 순종할",火,土
혜,暳,15,별 반짝일,火,土
혜,蹊,17,"지름길, 기다릴",土,土
혜,兮,4,어조사,金,土
혜,蕙,18,"혜초, 난초",木,土
혜,彗,11,"쓸, 총명",火,土
혜,寭,15,밝힐,木,土
혜,譓,19,슬기로울,金,土
혜,匸,2,"감출, 덮을",土,土
혜,䚷,11,진실한 말,金,土
혜,鏸,20,날카로울,金,土
혜,譿,22,"슬기로울, 분별할",金,土
혜,潓,16,물결,水,土
호,號,13,"부를, 부르짖을",木,土
호,湖,13,"호수, 물",水,土
호,浩,11,"넓을, 넉넉할",水,土
호,晧,11,"빛날, 밝을",火,土
호,皓,12,"밝을, 깨끗할",金,土
호,澔,16,넓을,水,土
호,昊,8,"하늘, 클, 성할",火,土
호,淏,12,맑은모양,水,土
호,祜,10,"복, 복이 많을",木,土
호,芦,10,지황,木,土
호,皞,15,"휠, 밝을",火,土
호,婋,11,계집영리할,土,土
호,護,21,"보호할, 통솔할",金,土
호,琥,13,"호박, 서옥",金,土
호,瑚,14,"산호, 호련",金,土
호,頀,23,"구할, 지킬",金,土
호,岵,8,산,土,土
호,弧,8,활,木,土
호,縞,16,명주,木,土
호,蒿,16,"쑥, 향기",木,土
호,濠,18,"해자, 물이름",水,土
호,灝,25,넓을,水,土
호,滬,15,물 이름,水,土
호,皜,15,흴,金,土
호,杲,8,밝을(고),木,土
호,昈,8,빛날,火,土
호,虍,6,호피무늬,木,土
호,餬,18,"기식할, 죽",水,土
호,聕,13,들릴,火,土
호,醐,16,제호,金,土
호,瓠,11,"표주박, 단지",木,土
호,葫,15,"마늘, 조롱박",木,土
호,蝴,15,나비,水,土
호,鎬,18,"姓,호경,밝은모양",金,土
호,壕,17,"해자, 도랑",土,土
호,壺,12,"질그릇, 병",木,土
호,滸,15,물가,水,土
호,顥,21,"클, 빛나는 모양",火,土
호,扈,11,"姓,뒤따를,넓을",木,土
호,戶,4,"지게, 지게문",木,土
호,犒,14,"호궤할, 위로",火,土
호,鄗,17,땅이름,土,土
호,熩,15,빛날,火,土
호,嫭,14,아름다울,土,土
호,怙,9,"믿을, 의지할",火,土
호,蔰,17,빛,木,土
호,芐,9,지황,木,土
호,瓳,10,"반호, 벽돌",金,土
호,乎,5,어조사,金,土
호,呼,8,"부를, 숨내쉴",水,土
호,好,6,"좋아할, 아름다울",土,土
호,互,4,"서로, 어긋날",水,土
호,胡,11,"姓,오랑캐,어찌",火,土
호,豪,14,"호걸, 귀인",水,土
호,糊,15,"풀, 풀칠할",木,土
호,狐,9,여우,土,土
호,濩,18,"퍼질, 삶을",水,土
호,毫,11,"가는 털, 조금",火,土
호,虎,8,"범, 용맹스러울",木,土
호,冱,6,얼,水,土
호,鬍,19,수염,火,土
호,沍,8,얼,水,土
호,滈,14,장마,水,土
호,猢,13,원숭이,土,土
혹,熇,14,"뜨거울, 불꽃 성할",火,土
혹,或,8,"혹은, 늘, 있을",金,土
혹,惑,12,"미혹할, 어지러울",火,土
혹,酷,14,"독할, 잔인할",金,土
혼,魂,14,"넋, 마음",火,土
혼,混,12,"섞일, 흐릴",水,土
혼,圂,10,뒷간,水,土
혼,湣,13,흐릴,水,土
혼,溷,14,어지러울,水,土
혼,閽,16,문지기,木,土
혼,婚,11,"혼인할, 혼인",土,土
혼,俒,9,완전할,火,土
혼,䫟,19,얼굴 둥글,火,土
혼,昏,8,"어두울, 저녁",火,土
